Sentence #,Word,Tag,POS
sentence 654,",",O,O
sentence 654,sau,O,O
sentence 654,đó,O,O
sentence 654,tiếp_tục,O,O
sentence 654,được,O,O
sentence 654,theo_dõi,O,O
sentence 654,tại,O,O
sentence 654,Bệnh_viện,B-LOCATION,B-LOCATION
sentence 654,Bệnh,I-LOCATION,I-LOCATION
sentence 654,Nhiệt_đới,I-LOCATION,I-LOCATION
sentence 654,Trung_ương,I-LOCATION,I-LOCATION
sentence 654,cơ_sở,I-LOCATION,I-LOCATION
sentence 654,2,I-LOCATION,I-LOCATION
sentence 654,.,O,O
sentence 655,Ngoài_ra,O,O
sentence 655,",",O,O
sentence 655,Bộ,B-ORGANIZATION,B-ORGANIZATION
sentence 655,Y_tế,I-ORGANIZATION,I-ORGANIZATION
sentence 655,cũng,O,O
sentence 655,cho,O,O
sentence 655,biết,O,O
sentence 655,trong,O,O
sentence 655,37,O,O
sentence 655,bệnh_nhân,O,O
sentence 655,này,O,O
sentence 655,có,O,O
sentence 655,24,O,O
sentence 655,người,O,O
sentence 655,Việt_Nam,O,O
sentence 655,",",O,O
sentence 655,13,O,O
sentence 655,người,O,O
sentence 655,nước_ngoài,O,O
sentence 655,",",O,O
sentence 655,tình_hình,O,O
sentence 655,sức_khoẻ,O,O
sentence 655,đa_số,O,O
sentence 655,bệnh_nhân,O,O
sentence 655,ổn_định,O,O
sentence 655,",",O,O
sentence 655,một_số,O,O
sentence 655,có,O,O
sentence 655,ho,B-SYMPTOM_AND_DISEASE,B-SYMPTOM_AND_DISEASE
sentence 655,nhẹ,I-SYMPTOM_AND_DISEASE,I-SYMPTOM_AND_DISEASE
sentence 655,",",O,O
sentence 655,duy_nhất,O,O
sentence 655,có,O,O
sentence 655,bệnh_nhân,O,O
sentence 655,người,O,O
sentence 655,Anh,O,O
sentence 655,",",O,O
sentence 655,69,O,O
sentence 655,tuổi,O,O
sentence 655,",",O,O
sentence 655,có,O,O
sentence 655,nhiều,O,O
sentence 655,bệnh_lý,O,O
sentence 655,nền,O,O
sentence 655,mãn_tính,O,O
sentence 655,(,O,O
sentence 655,tăng,B-SYMPTOM_AND_DISEASE,B-SYMPTOM_AND_DISEASE
sentence 655,huyết_áp,I-SYMPTOM_AND_DISEASE,I-SYMPTOM_AND_DISEASE
sentence 655,",",O,O
sentence 655,đái_tháo_đường,B-SYMPTOM_AND_DISEASE,B-SYMPTOM_AND_DISEASE
sentence 655,type,I-SYMPTOM_AND_DISEASE,I-SYMPTOM_AND_DISEASE
sentence 655,2,I-SYMPTOM_AND_DISEASE,I-SYMPTOM_AND_DISEASE
sentence 655,),O,O
sentence 655,có,O,O
sentence 655,khó,B-SYMPTOM_AND_DISEASE,B-SYMPTOM_AND_DISEASE
sentence 655,thở,I-SYMPTOM_AND_DISEASE,I-SYMPTOM_AND_DISEASE
sentence 655,",",O,O
sentence 655,phải,O,O
sentence 655,đặt,O,O
sentence 655,máy,O,O
sentence 655,thở,O,O
sentence 655,.,O,O
sentence 656,Trung_tâm,B-ORGANIZATION,B-ORGANIZATION
sentence 656,cấp_cứu,I-ORGANIZATION,I-ORGANIZATION
sentence 656,115,I-ORGANIZATION,I-ORGANIZATION
sentence 656,Đà_Nẵng,I-ORGANIZATION,I-ORGANIZATION
sentence 656,có,O,O
sentence 656,20,O,O
sentence 656,nhân_viên,O,O
sentence 656,phục_vụ,O,O
sentence 656,việc,O,O
sentence 656,vận_chuyển,O,O
sentence 656,hàng,O,O
sentence 656,chục,O,O
sentence 656,bệnh_nhân,O,O
sentence 656,hoặc,O,O
sentence 656,các,O,O
sentence 656,ca,O,O
sentence 656,nghi,O,O
sentence 656,nhiễm,O,O
sentence 656,đi,O,O
sentence 656,cách_ly,O,O
sentence 656,mỗi,O,O
sentence 656,ngày,O,O
sentence 656,.,O,O
sentence 657,Trước,O,O
sentence 657,đó,O,O
sentence 657,",",O,O
sentence 657,nhiều,O,O
sentence 657,người,O,O
sentence 657,nghi_ngờ,O,O
sentence 657,nữ_sinh,O,O
sentence 657,này,O,O
sentence 657,tử_vong,O,O
sentence 657,do,O,O
sentence 657,COVID,O,O
sentence 657,-,O,O
sentence 657,19,O,O
sentence 657,vì,O,O
sentence 657,trước,O,O
sentence 657,đó,O,O
sentence 657,một,O,O
sentence 657,tuần,O,O
sentence 657,cô,O,O
sentence 657,có,O,O
sentence 657,triệu_chứng,O,O
sentence 657,ho,B-SYMPTOM_AND_DISEASE,B-SYMPTOM_AND_DISEASE
sentence 657,",",O,O
sentence 657,sốt,B-SYMPTOM_AND_DISEASE,B-SYMPTOM_AND_DISEASE
sentence 657,",",O,O
sentence 657,khó,B-SYMPTOM_AND_DISEASE,B-SYMPTOM_AND_DISEASE
sentence 657,thở,I-SYMPTOM_AND_DISEASE,I-SYMPTOM_AND_DISEASE
sentence 657,.,O,O
sentence 658,Cụ_thể,O,O
sentence 658,",",O,O
sentence 658,bao_gồm,O,O
sentence 658,cả,O,O
sentence 658,những,O,O
sentence 658,"""",O,O
sentence 658,ca,O,O
sentence 658,lâm_sàng,O,O
sentence 658,"""",O,O
sentence 658,",",O,O
sentence 658,tức,O,O
sentence 658,bệnh_nhân,O,O
sentence 658,chỉ,O,O
sentence 658,cần,O,O
sentence 658,có,O,O
sentence 658,triệu_chứng,O,O
sentence 658,ho,B-SYMPTOM_AND_DISEASE,B-SYMPTOM_AND_DISEASE
sentence 658,hay,O,O
sentence 658,khó,B-SYMPTOM_AND_DISEASE,B-SYMPTOM_AND_DISEASE
sentence 658,thở,I-SYMPTOM_AND_DISEASE,I-SYMPTOM_AND_DISEASE
sentence 658,nhưng,O,O
sentence 658,chưa,O,O
sentence 658,xét_nghiệm,O,O
sentence 658,hay,O,O
sentence 658,chưa,O,O
sentence 658,có,O,O
sentence 658,kết_quả,O,O
sentence 658,âm_tính,O,O
sentence 658,với,O,O
sentence 658,virus,O,O
sentence 658,cũng,O,O
sentence 658,được,O,O
sentence 658,tính,O,O
sentence 658,là,O,O
sentence 658,một,O,O
sentence 658,ca,O,O
sentence 658,nhiễm,O,O
sentence 658,.,O,O
sentence 659,Ba,O,O
sentence 659,bệnh_nhân,O,O
sentence 659,ở,O,O
sentence 659,TP,B-LOCATION,B-LOCATION
sentence 659,Hải_Dương,I-LOCATION,I-LOCATION
sentence 659,được,O,O
sentence 659,ghi_nhận,O,O
sentence 659,từ,O,O
sentence 659,số,O,O
sentence 659,906,B-PATIENT_ID,B-PATIENT_ID
sentence 659,đến,O,O
sentence 659,908,B-PATIENT_ID,B-PATIENT_ID
sentence 659,",",O,O
sentence 659,làm_việc,O,O
sentence 659,cùng,O,O
sentence 659,địa_chỉ,O,O
sentence 659,và,O,O
sentence 659,tiếp_xúc,O,O
sentence 659,"""",O,O
sentence 659,bệnh_nhân,O,O
sentence 659,867,B-PATIENT_ID,B-PATIENT_ID
sentence 659,"""",O,O
sentence 659,-,O,O
sentence 659,ca,O,O
sentence 659,ở,O,O
sentence 659,Hải_Dương,B-LOCATION,B-LOCATION
sentence 659,",",O,O
sentence 659,khám,O,O
sentence 659,và,O,O
sentence 659,ghi_nhận,O,O
sentence 659,mắc,O,O
sentence 659,Covid,O,O
sentence 659,-,O,O
sentence 659,19,O,O
sentence 659,tại,O,O
sentence 659,Hà_Nội,B-LOCATION,B-LOCATION
sentence 659,.,O,O
sentence 660,Ngày,O,O
sentence 660,31,B-DATE,B-DATE
sentence 660,-,I-DATE,I-DATE
sentence 660,7,I-DATE,I-DATE
sentence 660,",",O,O
sentence 660,bệnh_nhân,O,O
sentence 660,được,O,O
sentence 660,chuyển,O,O
sentence 660,đến,O,O
sentence 660,Bệnh_viện,B-LOCATION,B-LOCATION
sentence 660,Phổi,I-LOCATION,I-LOCATION
sentence 660,Đà_Nẵng,I-LOCATION,I-LOCATION
sentence 660,",",O,O
sentence 660,được,O,O
sentence 660,chẩn_đoán,O,O
sentence 660,COVID,O,O
sentence 660,-,O,O
sentence 660,19,O,O
sentence 660,biến_chứng,O,O
sentence 660,viêm,B-SYMPTOM_AND_DISEASE,B-SYMPTOM_AND_DISEASE
sentence 660,phổi,I-SYMPTOM_AND_DISEASE,I-SYMPTOM_AND_DISEASE
sentence 660,nặng,I-SYMPTOM_AND_DISEASE,I-SYMPTOM_AND_DISEASE
sentence 660,trên,O,O
sentence 660,bệnh_nhân,O,O
sentence 660,suy,B-SYMPTOM_AND_DISEASE,B-SYMPTOM_AND_DISEASE
sentence 660,thận,I-SYMPTOM_AND_DISEASE,I-SYMPTOM_AND_DISEASE
sentence 660,mãn,I-SYMPTOM_AND_DISEASE,I-SYMPTOM_AND_DISEASE
sentence 660,giai_đoạn,I-SYMPTOM_AND_DISEASE,I-SYMPTOM_AND_DISEASE
sentence 660,cuối,I-SYMPTOM_AND_DISEASE,I-SYMPTOM_AND_DISEASE
sentence 660,",",O,O
sentence 660,tăng,B-SYMPTOM_AND_DISEASE,B-SYMPTOM_AND_DISEASE
sentence 660,huyết_áp,I-SYMPTOM_AND_DISEASE,I-SYMPTOM_AND_DISEASE
sentence 660,",",O,O
sentence 660,đái_tháo_đường,B-SYMPTOM_AND_DISEASE,B-SYMPTOM_AND_DISEASE
sentence 660,type,I-SYMPTOM_AND_DISEASE,I-SYMPTOM_AND_DISEASE
sentence 660,2,I-SYMPTOM_AND_DISEASE,I-SYMPTOM_AND_DISEASE
sentence 660,.,O,O
sentence 661,-,O,O
sentence 661,Khoảng,O,O
sentence 661,17h,O,O
sentence 661,hằng,O,O
sentence 661,ngày,O,O
sentence 661,",",O,O
sentence 661,bệnh_nhân,O,O
sentence 661,về,O,O
sentence 661,nhà,O,O
sentence 661,tại,O,O
sentence 661,phường,B-LOCATION,B-LOCATION
sentence 661,Hoà_Hải,I-LOCATION,I-LOCATION
sentence 661,",",O,O
sentence 661,quận,B-LOCATION,B-LOCATION
sentence 661,Ngũ_Hành_Sơn,I-LOCATION,I-LOCATION
sentence 661,.,O,O
sentence 662,Cô,O,O
sentence 662,cùng,O,O
sentence 662,chồng,O,O
sentence 662,từ,O,O
sentence 662,Nga,B-LOCATION,B-LOCATION
sentence 662,về,O,O
sentence 662,Việt_Nam,B-LOCATION,B-LOCATION
sentence 662,ngày,O,O
sentence 662,27/3,B-DATE,B-DATE
sentence 662,trên,O,O
sentence 662,chuyến,O,O
sentence 662,bay,O,O
sentence 662,SU290,B-TRANSPORTATION,B-TRANSPORTATION
sentence 662,",",O,O
sentence 662,ghế,O,O
sentence 662,42C,O,O
sentence 662,.,O,O
sentence 663,Tổng_số,O,O
sentence 663,trường_hợp,O,O
sentence 663,được,O,O
sentence 663,điều_trị,O,O
sentence 663,khỏi,O,O
sentence 663,bệnh,O,O
sentence 663,",",O,O
sentence 663,ra,O,O
sentence 663,viện,O,O
sentence 663,là,O,O
sentence 663,222,O,O
sentence 663,",",O,O
sentence 663,còn,O,O
sentence 663,lại,O,O
sentence 663,48,O,O
sentence 663,người,O,O
sentence 663,đang,O,O
sentence 663,điều_trị,O,O
sentence 663,tại,O,O
sentence 663,8,O,O
sentence 663,cơ_sở,O,O
sentence 663,khám_chữa,O,O
sentence 663,bệnh,O,O
sentence 663,",",O,O
sentence 663,trong,O,O
sentence 663,đó,O,O
sentence 663,có,O,O
sentence 663,3,O,O
sentence 663,ca,O,O
sentence 663,nghi_ngờ,O,O
sentence 663,dương_tính,O,O
sentence 663,lại,O,O
sentence 663,là,O,O
sentence 663,bệnh_nhân,O,O
sentence 663,74,B-PATIENT_ID,B-PATIENT_ID
sentence 663,(,O,O
sentence 663,ở,O,O
sentence 663,Phú_Thọ,B-LOCATION,B-LOCATION
sentence 663,),O,O
sentence 663,",",O,O
sentence 663,bệnh_nhân,O,O
sentence 663,207,B-PATIENT_ID,B-PATIENT_ID
sentence 663,và,O,O
sentence 663,224,B-PATIENT_ID,B-PATIENT_ID
sentence 663,(,O,O
sentence 663,ở,O,O
sentence 663,TP.,B-LOCATION,B-LOCATION
sentence 663,HCM,I-LOCATION,I-LOCATION
sentence 663,),O,O
sentence 663,.,O,O
sentence 664,Đến,O,O
sentence 664,chiều,O,O
sentence 664,26,B-DATE,B-DATE
sentence 664,-,I-DATE,I-DATE
sentence 664,7,I-DATE,I-DATE
sentence 664,",",O,O
sentence 664,ngành,O,O
sentence 664,y_tế,O,O
sentence 664,liên_hệ,O,O
sentence 664,với,O,O
sentence 664,nhà_xe,B-ORGANIZATION,B-ORGANIZATION
sentence 664,Thanh_Hường,I-ORGANIZATION,I-ORGANIZATION
sentence 664,;,O,O
sentence 664,nhà_xe,O,O
sentence 664,này,O,O
sentence 664,từ_chối,O,O
sentence 664,cung_cấp,O,O
sentence 664,danh_sách,O,O
sentence 664,những,O,O
sentence 664,hành_khách,O,O
sentence 664,đi,O,O
sentence 664,cùng,O,O
sentence 664,chuyến,O,O
sentence 664,với,O,O
sentence 664,bệnh_nhân,O,O
sentence 664,419,B-PATIENT_ID,B-PATIENT_ID
sentence 664,.,O,O
sentence 665,Ngày,O,O
sentence 665,25,B-DATE,B-DATE
sentence 665,-,I-DATE,I-DATE
sentence 665,7,I-DATE,I-DATE
sentence 665,",",O,O
sentence 665,bệnh_nhân,O,O
sentence 665,di_chuyển,O,O
sentence 665,bằng,O,O
sentence 665,xe,O,O
sentence 665,bus,O,O
sentence 665,từ,O,O
sentence 665,Đà_Nẵng,B-LOCATION,B-LOCATION
sentence 665,về,O,O
sentence 665,Quế_Sơn,B-LOCATION,B-LOCATION
sentence 665,.,O,O
sentence 666,Bộ,O,O
sentence 666,nhận_định,O,O
sentence 666,một_số,O,O
sentence 666,bệnh_viện,O,O
sentence 666,tuyến,O,O
sentence 666,cuối,O,O
sentence 666,",",O,O
sentence 666,bệnh_viện,O,O
sentence 666,ở,O,O
sentence 666,thành_phố,O,O
sentence 666,lớn,O,O
sentence 666,như,O,O
sentence 666,Hà_Nội,B-LOCATION,B-LOCATION
sentence 666,",",O,O
sentence 666,TP,B-LOCATION,B-LOCATION
sentence 666,HCM,I-LOCATION,I-LOCATION
sentence 666,",",O,O
sentence 666,có_thể,O,O
sentence 666,xuất_hiện,O,O
sentence 666,các,O,O
sentence 666,ca,O,O
sentence 666,bệnh,O,O
sentence 666,.,O,O
sentence 667,18h,O,O
sentence 667,ngày,O,O
sentence 667,10/4,B-DATE,B-DATE
sentence 667,",",O,O
sentence 667,Bộ,B-ORGANIZATION,B-ORGANIZATION
sentence 667,Y_tế,I-ORGANIZATION,I-ORGANIZATION
sentence 667,ghi_nhận,O,O
sentence 667,hai,O,O
sentence 667,ca,O,O
sentence 667,dương_tính,O,O
sentence 667,nCoV,O,O
sentence 667,",",O,O
sentence 667,gồm,O,O
sentence 667,một,O,O
sentence 667,người,O,O
sentence 667,liên_quan,O,O
sentence 667,đến,O,O
sentence 667,"""",O,O
sentence 667,bệnh_nhân,O,O
sentence 667,243,B-PATIENT_ID,B-PATIENT_ID
sentence 667,"""",O,O
sentence 667,",",O,O
sentence 667,một,O,O
sentence 667,người,O,O
sentence 667,từ,O,O
sentence 667,Nga,B-LOCATION,B-LOCATION
sentence 667,về,O,O
sentence 667,.,O,O
sentence 668,Cùng,O,O
sentence 668,với,O,O
sentence 668,Bệnh_viện,B-LOCATION,B-LOCATION
sentence 668,dã_chiến,I-LOCATION,I-LOCATION
sentence 668,Củ_Chi,I-LOCATION,I-LOCATION
sentence 668,",",O,O
sentence 668,hai,O,O
sentence 668,cơ_sở,O,O
sentence 668,của,O,O
sentence 668,Bệnh_viện,O,O
sentence 668,điều_trị,O,O
sentence 668,COVID,O,O
sentence 668,-,O,O
sentence 668,19,O,O
sentence 668,tại,O,O
sentence 668,huyện,B-LOCATION,B-LOCATION
sentence 668,Cần_Giờ,I-LOCATION,I-LOCATION
sentence 668,được,O,O
sentence 668,giao,O,O
sentence 668,nhiệm_vụ,O,O
sentence 668,chuyên,O,O
sentence 668,tiếp_nhận,O,O
sentence 668,cách_ly,O,O
sentence 668,điều_trị,O,O
sentence 668,cho,O,O
sentence 668,những,O,O
sentence 668,trường_hợp,O,O
sentence 668,nghi_ngờ,O,O
sentence 668,và,O,O
sentence 668,trường_hợp,O,O
sentence 668,xác_định,O,O
sentence 668,do,O,O
sentence 668,các,O,O
sentence 668,bệnh_viện,O,O
sentence 668,thành_phố,O,O
sentence 668,",",O,O
sentence 668,bệnh_viện,O,O
sentence 668,quận,O,O
sentence 668,",",O,O
sentence 668,huyện,O,O
sentence 668,",",O,O
sentence 668,bệnh_viện,O,O
sentence 668,tư_nhân,O,O
sentence 668,và,O,O
sentence 668,các,O,O
sentence 668,khu,O,O
sentence 668,cách_ly,O,O
sentence 668,tập_trung,O,O
sentence 668,chuyển,O,O
sentence 668,đến,O,O
sentence 668,.,O,O
sentence 669,Ngày,O,O
sentence 669,3/8,B-DATE,B-DATE
sentence 669,",",O,O
sentence 669,anh,O,O
sentence 669,sốt,B-SYMPTOM_AND_DISEASE,B-SYMPTOM_AND_DISEASE
sentence 669,39,I-SYMPTOM_AND_DISEASE,I-SYMPTOM_AND_DISEASE
sentence 669,độ,I-SYMPTOM_AND_DISEASE,I-SYMPTOM_AND_DISEASE
sentence 669,C,I-SYMPTOM_AND_DISEASE,I-SYMPTOM_AND_DISEASE
sentence 669,",",O,O
sentence 669,đến,O,O
sentence 669,khám,O,O
sentence 669,bệnh,O,O
sentence 669,tại,O,O
sentence 669,Bệnh_viện,B-LOCATION,B-LOCATION
sentence 669,Thanh_Nhàn,I-LOCATION,I-LOCATION
sentence 669,",",O,O
sentence 669,lấy,O,O
sentence 669,mẫu,O,O
sentence 669,gửi,O,O
sentence 669,Trung_tâm,B-ORGANIZATION,B-ORGANIZATION
sentence 669,Kiểm_soát,I-ORGANIZATION,I-ORGANIZATION
sentence 669,bệnh_tật,I-ORGANIZATION,I-ORGANIZATION
sentence 669,Hà_Nội,I-ORGANIZATION,I-ORGANIZATION
sentence 669,xét_nghiệm,O,O
sentence 669,lần,O,O
sentence 669,một,O,O
sentence 669,âm_tính,O,O
sentence 669,.,O,O
sentence 670,PGS.TS,O,O
sentence 670,Lương_Ngọc_Khuê,O,O
sentence 670,cho,O,O
sentence 670,biết,O,O
sentence 670,hiện_nay,O,O
sentence 670,các,O,O
sentence 670,bệnh_nhân,O,O
sentence 670,COVID,O,O
sentence 670,-,O,O
sentence 670,19,O,O
sentence 670,đang,O,O
sentence 670,được,O,O
sentence 670,điều_trị,O,O
sentence 670,tại,O,O
sentence 670,24,O,O
sentence 670,bệnh_viện,O,O
sentence 670,",",O,O
sentence 670,trong,O,O
sentence 670,đó,O,O
sentence 670,có,O,O
sentence 670,khoảng,O,O
sentence 670,15,O,O
sentence 670,bệnh,O,O
sentence 670,COVID,O,O
sentence 670,-,O,O
sentence 670,19,O,O
sentence 670,nặng,O,O
sentence 670,với,O,O
sentence 670,3,O,O
sentence 670,-,O,O
sentence 670,4,O,O
sentence 670,bệnh,O,O
sentence 670,nền,O,O
sentence 670,đi,O,O
sentence 670,kèm,O,O
sentence 670,như,O,O
sentence 670,tim_mạch,B-SYMPTOM_AND_DISEASE,B-SYMPTOM_AND_DISEASE
sentence 670,",",O,O
sentence 670,tiểu_đường,B-SYMPTOM_AND_DISEASE,B-SYMPTOM_AND_DISEASE
sentence 670,",",O,O
sentence 670,suy,B-SYMPTOM_AND_DISEASE,B-SYMPTOM_AND_DISEASE
sentence 670,tuỷ,I-SYMPTOM_AND_DISEASE,I-SYMPTOM_AND_DISEASE
sentence 670,",",O,O
sentence 670,thận,B-SYMPTOM_AND_DISEASE,B-SYMPTOM_AND_DISEASE
sentence 670,nhân_tạo,I-SYMPTOM_AND_DISEASE,I-SYMPTOM_AND_DISEASE
sentence 670,...,O,O
sentence 670,phải,O,O
sentence 670,thở,O,O
sentence 670,máy,O,O
sentence 670,",",O,O
sentence 670,ECMO,O,O
sentence 670,",",O,O
sentence 670,tiên_lượng,O,O
sentence 670,tử_vong,O,O
sentence 670,cao,O,O
sentence 670,.,O,O
sentence 671,Bộ,B-ORGANIZATION,B-ORGANIZATION
sentence 671,Y_tế,I-ORGANIZATION,I-ORGANIZATION
sentence 671,cho,O,O
sentence 671,biết,O,O
sentence 671,bệnh_nhân,O,O
sentence 671,thứ,O,O
sentence 671,99,B-PATIENT_ID,B-PATIENT_ID
sentence 671,là,O,O
sentence 671,nam,B-GENDER,B-GENDER
sentence 671,",",O,O
sentence 671,29,B-AGE,B-AGE
sentence 671,tuổi,O,O
sentence 671,",",O,O
sentence 671,quốc_tịch,O,O
sentence 671,Việt_Nam,O,O
sentence 671,",",O,O
sentence 671,ở,O,O
sentence 671,quận,B-LOCATION,B-LOCATION
sentence 671,Bình_Thạnh,I-LOCATION,I-LOCATION
sentence 671,",",O,O
sentence 671,TP.HCM.,B-LOCATION,B-LOCATION
sentence 672,Bà,O,O
sentence 672,được,O,O
sentence 672,ghi_nhận,O,O
sentence 672,là,O,O
sentence 672,"""",O,O
sentence 672,bệnh_nhân,O,O
sentence 672,718,B-PATIENT_ID,B-PATIENT_ID
sentence 672,"""",O,O
sentence 672,",",O,O
sentence 672,dự_kiến,O,O
sentence 672,được,O,O
sentence 672,Bộ,B-ORGANIZATION,B-ORGANIZATION
sentence 672,Y_tế,I-ORGANIZATION,I-ORGANIZATION
sentence 672,công_bố,O,O
sentence 672,nhiễm,O,O
sentence 672,vào,O,O
sentence 672,chiều,O,O
sentence 672,6/8,B-DATE,B-DATE
sentence 672,.,O,O
sentence 673,Riêng,O,O
sentence 673,với,O,O
sentence 673,tình_huống,O,O
sentence 673,nếu,O,O
sentence 673,có,O,O
sentence 673,50,O,O
sentence 673,-,O,O
sentence 673,100,O,O
sentence 673,bệnh_nhân,O,O
sentence 673,",",O,O
sentence 673,bác_sĩ,O,O
sentence 673,Hồng,O,O
sentence 673,cho,O,O
sentence 673,rằng,O,O
sentence 673,khi,O,O
sentence 673,đó,O,O
sentence 673,sẽ,O,O
sentence 673,phải,O,O
sentence 673,xin,O,O
sentence 673,chủ_trương,O,O
sentence 673,chuyển,O,O
sentence 673,Bệnh_viện,O,O
sentence 673,Lao,O,O
sentence 673,và,O,O
sentence 673,bệnh,O,O
sentence 673,phổi,O,O
sentence 673,trở_thành,O,O
sentence 673,bệnh_viện,O,O
sentence 673,chuyên_dụng,O,O
sentence 673,điều_trị,O,O
sentence 673,bệnh_nhân,O,O
sentence 673,COVID,O,O
sentence 673,-,O,O
sentence 673,19,O,O
sentence 673,.,O,O
sentence 674,Khách_sạn,O,O
sentence 674,80,O,O
sentence 674,phòng,O,O
sentence 674,gần,O,O
sentence 674,đây,O,O
sentence 674,đã,O,O
sentence 674,được,O,O
sentence 674,chuyển,O,O
sentence 674,thành,O,O
sentence 674,cơ_sở,O,O
sentence 674,cách_ly,O,O
sentence 674,những,O,O
sentence 674,người,O,O
sentence 674,tiếp_xúc,O,O
sentence 674,gần,O,O
sentence 674,với,O,O
sentence 674,bệnh_nhân,O,O
sentence 674,nhiễm,O,O
sentence 674,nCoV,O,O
sentence 674,.,O,O
sentence 675,"""",O,O
sentence 675,Bệnh_nhân,O,O
sentence 675,17,B-PATIENT_ID,B-PATIENT_ID
sentence 675,"""",O,O
sentence 675,sau,O,O
sentence 675,đó,O,O
sentence 675,truyền,O,O
sentence 675,bệnh,O,O
sentence 675,cho,O,O
sentence 675,hai,O,O
sentence 675,người,O,O
sentence 675,tiếp_xúc,O,O
sentence 675,gần,O,O
sentence 675,là,O,O
sentence 675,bác,O,O
sentence 675,gái,O,O
sentence 675,và,O,O
sentence 675,lái_xe,O,O
sentence 675,riêng,O,O
sentence 675,.,O,O
sentence 676,Ca,O,O
sentence 676,bệnh,O,O
sentence 676,908,B-PATIENT_ID,B-PATIENT_ID
sentence 676,(,O,O
sentence 676,bệnh_nhân,O,O
sentence 676,908,B-PATIENT_ID,B-PATIENT_ID
sentence 676,),O,O
sentence 676,:,O,O
sentence 676,Nữ,B-GENDER,B-GENDER
sentence 676,",",O,O
sentence 676,59,B-AGE,B-AGE
sentence 676,tuổi,O,O
sentence 676,",",O,O
sentence 676,địa_chỉ,O,O
sentence 676,thường_trú,O,O
sentence 676,Quỳnh_Phụ,B-LOCATION,B-LOCATION
sentence 676,",",O,O
sentence 676,Thái_Bình,B-LOCATION,B-LOCATION
sentence 676,.,O,O
sentence 677,Bệnh_nhân,O,O
sentence 677,từ,O,O
sentence 677,số,O,O
sentence 677,719,B-PATIENT_ID,B-PATIENT_ID
sentence 677,đến,O,O
sentence 677,723,B-PATIENT_ID,B-PATIENT_ID
sentence 677,và,O,O
sentence 677,730,B-PATIENT_ID,B-PATIENT_ID
sentence 677,",",O,O
sentence 677,tại,O,O
sentence 677,Quảng_Nam,B-LOCATION,B-LOCATION
sentence 677,",",O,O
sentence 677,độ,O,O
sentence 677,tuổi,O,O
sentence 677,30,B-AGE,B-AGE
sentence 677,-,O,O
sentence 677,51,B-AGE,B-AGE
sentence 677,",",O,O
sentence 677,liên_quan,O,O
sentence 677,Đà_Nẵng,B-LOCATION,B-LOCATION
sentence 677,",",O,O
sentence 677,gồm,O,O
sentence 677,hai,O,O
sentence 677,bệnh_nhân,O,O
sentence 677,",",O,O
sentence 677,ba,O,O
sentence 677,người,O,O
sentence 677,F1,O,O
sentence 677,(,O,O
sentence 677,tiếp_xúc,O,O
sentence 677,bệnh_nhân,O,O
sentence 677,562,B-PATIENT_ID,B-PATIENT_ID
sentence 677,",",O,O
sentence 677,456,B-PATIENT_ID,B-PATIENT_ID
sentence 677,",",O,O
sentence 677,592,B-PATIENT_ID,B-PATIENT_ID
sentence 677,),O,O
sentence 677,",",O,O
sentence 677,một,O,O
sentence 677,người,O,O
sentence 677,chăm_sóc,O,O
sentence 677,tại,O,O
sentence 677,Bệnh_viện,B-LOCATION,B-LOCATION
sentence 677,Đà_Nẵng,I-LOCATION,I-LOCATION
sentence 677,.,O,O
sentence 678,Khi,O,O
sentence 678,nhập_cảnh,O,O
sentence 678,",",O,O
sentence 678,bệnh_nhân,O,O
sentence 678,không,O,O
sentence 678,có,O,O
sentence 678,triệu_chứng,O,O
sentence 678,bệnh,O,O
sentence 678,và,O,O
sentence 678,được,O,O
sentence 678,chuyển,O,O
sentence 678,về,O,O
sentence 678,khu,O,O
sentence 678,cách_ly,O,O
sentence 678,tập_trung,O,O
sentence 678,tại,O,O
sentence 678,quận,B-LOCATION,B-LOCATION
sentence 678,12,I-LOCATION,I-LOCATION
sentence 678,",",O,O
sentence 678,lấy,O,O
sentence 678,mẫu,O,O
sentence 678,bệnh_phẩm,O,O
sentence 678,.,O,O
sentence 679,Như_vậy,O,O
sentence 679,hiện,O,O
sentence 679,có,O,O
sentence 679,18,O,O
sentence 679,bệnh_nhân,O,O
sentence 679,liên_quan,O,O
sentence 679,đến,O,O
sentence 679,Bạch_Mai,B-LOCATION,B-LOCATION
sentence 679,",",O,O
sentence 679,gồm,O,O
sentence 679,2,O,O
sentence 679,nữ,O,O
sentence 679,điều_dưỡng,O,O
sentence 679,lây,O,O
sentence 679,bên,O,O
sentence 679,ngoài,O,O
sentence 679,và,O,O
sentence 679,lây,O,O
sentence 679,cho,O,O
sentence 679,nhau,O,O
sentence 679,rồi,O,O
sentence 679,lây,O,O
sentence 679,cho,O,O
sentence 679,con,O,O
sentence 679,gái,O,O
sentence 679,",",O,O
sentence 679,6,O,O
sentence 679,bệnh_nhân,O,O
sentence 679,và,O,O
sentence 679,thân_nhân,O,O
sentence 679,",",O,O
sentence 679,một,O,O
sentence 679,người,O,O
sentence 679,đưa,O,O
sentence 679,bố,O,O
sentence 679,vào,O,O
sentence 679,viện,O,O
sentence 679,",",O,O
sentence 679,8,O,O
sentence 679,nhân_viên,O,O
sentence 679,Trường_Sinh,B-ORGANIZATION,B-ORGANIZATION
sentence 679,.,O,O
